"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"m[6]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"c[6]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"
0.89229068244661	0.989013651071999	1.06028300254148	1.10417033551857	1.15275533228487	0.718361397520198	0.300470135040984	0.528967015332014	0.647945220538875	0.372956916184957	0.335308327599346	0.54942911258185	48.8894867834551	0.940159060974679	0.474719633149399	67.6088034025565	94.1469292254545	0.0909981901412105	1.00809503023533	0.451358514435189
0.517017354692276	0.602604004921262	0.653643915688614	0.831024231490358	0.777297815091224	0.752033279335298	0.247162942608028	0.232448837328149	0.34629101692201	0.0454025605017771	-0.358438731728583	0.295135696139302	72.6219987360214	0.584272763188196	0.0582017593373781	25.9420261548006	16.7002228234603	0.423721076194203	0.514230492915123	-0.441609956997483
0.717173564560729	0.833364120338038	0.800612481875642	0.62238740924665	0.54550395846667	0.51618686047833	0.584357132891373	-0.105070425363091	-0.0741600094443542	0.598235880359721	0.524596809358274	0.109326960437544	43.9446515332917	0.762956156776162	0.381889148746142	37.0684359325923	9.19549824299397	0.135055884539525	0.448571412739353	0.391613104079226
0.661526680167247	0.68009833825285	0.518718845926461	0.448219171016125	0.732838535562112	0.817348346546017	0.153501032989478	0.0956675149006917	0.142291940721066	0.355133854355911	-0.0261745833361418	0.222804285261464	98.7537128817285	0.713109430604036	0.173755969865545	92.9572256028495	23.7896624920259	0.213624559283122	0.704749079112644	-0.1403200434219
1.00310235583571	0.547103864816112	0.768628491261336	0.739308587836278	0.925996982641382	0.670792620638322	0.0666362236820958	0.183499102157003	0.0713284681855286	0.036900668679011	0.198421676542561	0.0790678381125201	26.0266081405862	0.831727439908529	0.0785922300462473	44.2375214887489	135.116974531269	0.361999455900841	0.715220146429368	0.0584262610939839
-0.0513056746348304	0.399957855235418	0.652061185804739	0.223877626898634	0.480387500150313	-0.089117433699183	-0.107854109081959	0.0933234245439059	-0.187033268820645	-0.0721903581623941	-0.171916861494448	0.154432687522938	210.083037012901	0.223001048994375	-0.0634183873869006	20.065131072395	14.4285333505767	0.333392481166755	-0.247426110119632	-0.184773872692531
1.29566086817304	1.20785975975359	1.36094381815334	1.41854882811836	1.34497022280562	1.62003580523586	0.110061400689754	-0.0986343090281915	0.101891517054556	0.182243997741685	-0.0144326487407068	0.210274352996079	106.846632948024	1.2937858263963	0.167495643906692	34.1648070900724	44.4297526234407	0.313844552259255	1.32901299417339	0.273881287736057
0.699133438734658	0.628414188420421	0.602861338569571	0.649578580013994	0.48747610397339	0.784280118025459	0.949044740673019	0.99060328956326	0.97857599317795	0.908021747608662	0.982003638419242	0.859197690558775	89.6247415325623	0.700274469877316	0.943306797500176	74.9164359467466	194.493012832768	0.0145528478322294	0.787344552527071	0.927771637724846
0.93817063665701	0.836137384503018	0.773218356697164	0.959931475634094	0.734791412443817	0.772020275629366	0.675678097826237	0.745494137585358	0.731093831166462	0.753836245798295	0.733981388376402	0.822603273692099	115.545508443048	0.800956194477133	0.7529097621592	197.160249734121	194.880142528166	0.297056359726399	0.851978385804976	0.697897339650541
1.03916800718864	1.24533311171798	1.00200020943506	1.08516079843932	1.09877240883209	1.16745570890482	0.504533159265941	0.592661886520713	0.615728352313196	0.239348207032762	0.654838964867946	0.614778060346723	195.772675523789	1.09117203737644	0.525044164136151	116.363075511323	80.8820746377362	0.425034297654847	1.14674529711415	0.732730816100444
