"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"m[6]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"c[6]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"
0.975024597862685	0.928368953964292	0.948114319068546	1.21196016253543	1.05313011626007	0.792395817008637	-0.116265273825165	-0.0692302202305946	-0.0947680767741474	-0.055000175084299	-0.0973001171109536	-0.0582845965999158	137.305414269927	1.096781109415	-0.0663990473219051	66.3816440604353	106.481333995697	0.368080052619281	1.0054551983667	-0.0481213276443214
1.12507460477616	1.1487581826775	1.15495203247558	1.2099326038792	1.38506335998034	1.07522141386231	0.09716928085018	0.462005418244367	0.231497246799963	0.419023852025249	0.474470447522193	0.280587934975327	74.9489158067049	1.13826000193593	0.351270501549788	82.3747660323422	33.4051010289934	0.0769613301934089	1.34597945173488	0.148814203434538
1.11572028124392	1.02524529335596	0.938647890417858	1.17832502135213	1.12101830977712	1.07730597461799	0.743272529656601	0.852348317115929	0.625686131579285	0.76442690998366	0.657476577442418	0.796028758563038	57.0451349460061	0.978550562076491	0.7688040829717	107.611588340487	99.8213498196216	0.203601020858478	0.997622600867867	0.909795830650317
0.94746110724933	0.774852714518966	0.769264503230983	0.802648553251609	0.944966309533814	0.722063513459022	0.509926332572275	0.475295088404322	0.419917578534872	0.448541547132719	0.574988512256874	0.577488308337335	170.55688558063	0.758868180759775	0.523518589947189	59.0709053614255	68.4573907360234	0.178583682681525	0.733843756068163	0.377076768101613
0.912488243435391	0.982593091803323	1.00095568251736	1.06782854260581	0.915277836581039	1.21578921670931	0.544579678932796	0.638175674464081	0.539107837794734	0.492309760634487	0.498011467449319	0.446213582660866	70.5221138919462	1.00759507801627	0.571175617897857	33.9899513376269	66.262264341261	0.272680545435532	1.19897714268607	0.496384150380164
0.549584875207944	0.586085337553844	0.721217647408829	0.55089570067369	0.870110648466784	0.430539412677586	0.204049687074962	0.356890651889316	0.342513350969122	0.356278190877659	0.442487521067245	0.405117108832189	53.5062270979244	0.612681625320268	0.293753495797831	82.5966008344169	101.226072395509	0.447690848727437	0.552930500061631	0.189715300774434
1.9157942288908	1.81774687913524	2.00334741041316	2.00559766008409	1.9306023108073	1.89152798983482	0.0626051490701102	0.0558796719842825	0.253761408306764	0.422851028358553	0.775365584362757	0.269390722071998	92.354172392562	1.93677767061528	0.226524508579808	67.0396283771471	15.7500865346382	0.211670927798236	1.93644703177446	0.148696188024488
0.63091342139486	1.00784229241481	0.679519177185142	0.843009349504563	0.814037156770813	0.813791670446565	0.303163358993322	0.289896049231803	0.283375079146826	0.222706036747656	0.223987018824761	0.107569042447516	52.3352928149812	0.761853800296926	0.221246269987966	82.0586298647537	149.636355497073	0.0347255631286644	0.632564926689745	0.234651115807121
1.02461402993241	0.816736920356552	1.12970055743823	0.965008141751944	1.13305595603346	0.934641960218724	0.503119343632095	0.285508065378503	0.272376435086348	0.299231830809703	0.0867740268741346	0.209813684214661	150.460082062466	0.992355203910218	0.248104638611233	113.641557804239	57.5578111303506	0.453564620347022	0.943193429118422	0.256723493924917
1.30218811041736	1.14323470667506	1.29143900039922	1.2948586465638	1.26736332883311	1.31253669538557	0.311849058241513	0.285949085079139	0.408998334952525	0.393880098838902	0.182802515709093	0.173343452600991	60.8481611311541	1.28602107387828	0.301849826054653	111.865516657807	46.8333301163271	0.493699570166954	1.2277009155801	0.141301207612617
1.39536087348166	1.45484665568034	1.22122685079776	1.48393881702197	1.387705037436	1.30332972915129	0.216235237384823	0.329687621234468	-0.137930836431793	0.152786762802182	-0.270904523635287	-0.135019697663492	137.874642860585	1.36806915726986	0.159994217985705	60.0052007375196	17.8812547545741	0.0669749548006086	1.5661272171881	0.060971402897513
1.37387291604658	1.23452789026442	1.08183047479973	1.43293610032095	1.23356265050053	1.27629588523859	0.506276570296959	0.438733711627969	-0.182909149957432	0.215104903587113	0.310908355861742	0.0846259633291687	129.580679285679	1.26316970134248	0.253328783826671	37.9592361349957	18.7559399754145	0.144400551178701	1.50418619024888	-0.0761937982803034
1.6717869034466	1.79175337611775	1.83111583752168	1.65190787706001	1.50618933854281	1.56211736354042	0.359212769429895	0.339617280706356	0.435186703326956	0.314676580239481	0.357751595419102	0.464949761834072	112.91304158082	1.61044597877236	0.34082258572015	57.4213728069505	148.385071029816	0.141597092001396	1.46372032678853	0.178293077788316
0.834295296451143	0.983936401333388	1.3101698088762	1.14180588615734	1.14239947725225	0.812696090992437	0.0227431771668914	0.320010181774173	0.338896572085156	0.243723507908582	0.201968387782813	0.227430562807724	87.9954856836241	1.09753008993663	0.266905651269525	67.8001942807871	50.1779254424882	0.167804563851651	0.989143521473009	0.396211217214392
1.22784136080069	1.38821555579512	1.12015874409304	1.31860124855645	1.33334154736503	1.22706908831874	-0.481676860153652	-0.384640523120304	-0.12632537770322	-0.429885619288065	-0.263302050679979	-0.336911412506423	158.515935609622	1.2948177649157	-0.104804118707441	84.0983026634437	36.2380981004965	0.0946707952030415	1.52509388740491	-0.0979930613920185
1.07430966043535	1.18383925155145	1.03040886934849	0.978640730236316	1.01715073126614	0.923839992721793	0.298846810292271	0.446867903886742	0.354343411856518	0.184460766406418	0.733944817984118	0.180445653586714	179.792070209736	1.00383147803271	0.40199162222739	123.939363249981	13.6681690301139	0.491998027922507	1.17528470473062	0.710819916407565
0.810569033495023	0.754743705021815	0.888717056293541	0.953108134035992	0.892438110981448	0.9778856515637	0.830763953750806	1.01867257585288	1.21067973694334	0.786550662647305	1.02102567914985	0.802981338095121	75.1038195185101	0.916486205139577	0.902725459428644	208.543458202292	57.7346406600562	0.416081820280774	1.00661029256298	1.080478236251
0.982541370040696	1.07298015514807	0.954956157062748	0.843124265552804	0.988120889890589	0.785109072626691	-0.185217616748957	0.507647664253538	0.764213765142506	0.802338050812108	0.165101154588071	0.809980192968188	91.271135699592	0.950663851882866	0.593317619387204	101.376444776736	22.1998513716861	0.206335937019852	0.943061400244301	0.517838746010863
0.947742824153538	0.988862695354426	1.3070167634731	1.16146605904516	1.02212169108144	0.943843243040399	0.177568084147537	0.068766868075324	0.104592034011277	0.0467451966915352	0.45651418785073	0.181411572434524	103.717840012609	0.962295268605374	0.113289813968008	32.4111123095763	36.1683799451061	0.348521312453241	1.0404701314118	0.198654760616521
1.16182652867127	1.15905550744811	1.28919051635478	1.27223999711243	1.80424786712829	0.893819214511385	0.363091964105489	0.221514794876333	0.325994625341966	0.299961235132695	0.338668899734701	0.422588632389734	115.006145178606	1.23349448479405	0.352960608735276	14.8879948299288	61.7838326512679	0.111506325467277	1.30432134542945	0.282577263367182
1.36596930226983	0.982847312779894	1.12777147876409	1.21504565957439	1.15237445074899	1.15290162012922	0.106424790439688	0.477739660147576	0.464621045058523	0.295988963762632	0.325713309097375	0.177252348539077	111.954969377382	1.19985046180309	0.273859945534974	87.9928785130186	85.9220697936967	0.17296914238266	1.27224879559769	0.311622846900261
0.997669210667571	1.08607715432653	0.752029215158317	0.823126129345061	0.931358227983313	0.906800970238154	0.677590839376113	0.808116839408237	0.63292880381578	0.595832438196072	0.523011550258832	0.692911433121159	290.469138344283	0.845208822506844	0.674659774540216	74.7574027752504	120.694660353483	0.298249854775838	0.741812212194371	0.701791353121577
1.3560460084296	1.32016721330016	1.30094223176594	1.34582450970847	1.19065067387319	1.28368490825824	0.63078021898387	0.503455162092042	0.597944297037388	0.485022747495753	0.425261590216183	0.509745053346304	135.472384066371	1.28249330013205	0.5801695185528	195.014795410498	246.405735535207	0.232104808772455	1.19916764136254	0.508716745388081
0.87538559468436	0.93878860412546	0.709264291660856	0.937164264580261	0.992421149339487	0.862130174441089	0.301565566743656	0.17704172244417	0.505485170341071	0.514567930567475	0.418489001022734	0.317812066168618	124.019825197294	0.908360904603908	0.378943426813765	265.539909401154	44.2500531080257	0.0664148147737952	0.942178400448155	0.504380164668723
1.20621424292175	1.37286039407652	1.31893389809727	1.28911762363957	1.25729070549602	1.31038335393261	0.323553918749158	0.270152420457838	0.177434953229037	0.335908259673128	0.556343727885435	0.265238580857357	82.8829768227868	1.29322916742614	0.367186073001983	168.269692797605	95.020255644874	0.45855736892481	1.26246242983847	0.417975811127185
0.919895165463811	0.872193295821941	0.872657895031589	0.873204585233565	0.828118740453144	0.756610387787189	0.581017889537404	0.702448128031295	0.667664976668736	0.534293860040505	0.384820913654081	0.315595438980235	101.986621030979	0.80956676819121	0.522418908037344	91.5877276541871	40.9774786647322	0.219699086339269	0.824139746443737	0.282572503870858
