"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"m[6]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"c[6]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"
0.723808958262044	0.532840070349211	0.611279320540506	0.66084917055791	0.535460360435195	0.607357489361394	0.255985231124479	0.237125992120676	0.389134625511286	0.445196163517358	0.392490926876694	0.393264118141093	131.162369544077	0.63246286311172	0.382375170331347	160.575497315682	84.3753783286115	0.428059616271931	0.719323559551879	0.398595468744267
1.10291031090263	1.30026865377183	1.14720545975319	1.29868469611841	1.08907998762379	1.43445055365889	0.308464306179311	-0.0177102455736862	0.114526737134147	0.176775242122649	0.288777492639706	0.0355182178784928	183.215926013324	1.15588952121292	0.163885382138619	44.0043235634823	73.6059828031783	0.226137381721202	0.875764512000358	0.192954450185998
1.4069326930021	1.63826373432901	1.45388937798858	1.52777541192384	1.46323925562583	1.53999665148375	0.113822855706607	0.0179625669268365	0.00274169857462656	0.232435260685086	0.188043686857639	0.124136444378476	80.2514499063772	1.54840314052484	0.0911001929612639	55.1757271535255	119.26359612789	0.124447445479445	1.79606050395102	-0.0140179753600289
0.720689877452216	0.920892856543954	0.922728604006389	0.665689346152817	0.760369132818051	0.628511697200664	0.501420487107321	-0.101202893517159	0.142291580131501	0.0203121361044991	-0.189700753148497	-0.406251629899312	67.9585420148424	0.778985403839471	0.0881945241850137	72.6077540211215	17.6631388069057	0.386043774988393	0.61408695022779	-0.069318683653522
1.42863135425386	1.37284800832902	1.47487292244053	1.62148249925672	1.42341902580399	1.44709822461317	0.415145936390691	0.56440213548869	0.587827568341646	0.442107351361956	0.317500936353386	0.334917713389677	130.87042005018	1.47082218285396	0.416863713714232	38.4314085297665	87.7069992642414	0.00472553675360799	1.36667790815585	0.528765823836499
1.22035085280583	0.619770505753266	0.890409777601624	0.8209841066642	0.807036742162717	0.664321561906798	0.152872913726849	0.363629660321761	0.247428259775124	0.414311716121754	0.119037412293974	0.628523602595692	136.509528049999	0.705265282263648	0.314533791439762	19.976020712944	63.605172434063	0.346166784302491	0.17355481214282	0.451977985577501
1.61778653974302	1.41886536652834	1.88059094162434	1.64016449631555	1.544496365995	1.44753939098576	0.326442434779788	0.270510675663228	0.134247010301379	0.240139029598531	0.27054240175498	0.0770279950115298	243.992822579761	1.55026825692234	0.235368921117297	75.5980240089704	44.3676679230492	0.291549820952716	1.66339023361479	0.096494582888763
1.08632873598714	1.07726705910736	1.08265587744499	1.02662044449258	0.875505423300131	1.02467492002234	0.459993278045709	0.525680819161105	0.488116016564078	0.46201006261276	0.472493521187769	0.667166209803655	90.1887337326981	1.10117235404219	0.503296478988595	52.693031832452	158.564802071537	0.137434546518778	1.25955507266026	0.636561291501009
0.961104378533792	0.898033045616832	0.795430560646979	1.03416435894715	0.987287271719012	0.91347366074153	0.372739300159021	0.0612392026114424	0.268102950199915	0.540505455586537	0.0384467952888227	0.139893893348789	151.294303253525	0.982590438963585	0.259943666225205	64.3055967399946	33.3370728999855	0.0492758745037602	0.89416261575178	-0.0184072242863131
1.06641153848352	0.878990819500889	0.992399226045398	1.50927963909097	0.859809216889252	0.95749919056463	-0.016118733447483	0.181855684178331	0.125283880887627	0.0746810628992049	0.0636431378671814	0.101768774036992	95.9359034219341	1.03565332798626	0.110458620513415	30.0212879183248	107.975757567117	0.441018775770261	0.656031784104105	0.117427387677231
0.934863802986044	0.900509313439634	0.872602811901322	0.891554887092311	0.849586933938573	0.799163353710363	0.0820842433360633	0.12703448076936	0.0926559292929412	0.0749770059510592	-0.000653260217850171	0.165449475127767	122.467284384863	0.921002254502052	0.12723127436969	192.697655178996	105.87320048507	0.21586154101607	0.885961531041385	0.237350893281179
1.05484707463201	1.09651365403826	0.81152042300206	0.717733390371461	1.02230315614161	0.791498130388166	0.624918668996748	0.707250336432419	0.763439353324168	0.677248211580151	0.707441242936735	0.526995073100407	65.4596052772973	0.948333362830091	0.635480949809312	51.5756681326414	132.881369039582	0.24485385909557	1.03429339460637	0.556028025325805
1.65407262790275	1.66789806422149	1.46183371216369	1.51824533226427	1.5192112678703	1.52109732466535	0.13436653722855	0.207616872039187	0.266408064382838	0.196744647153847	0.192644680685751	0.146155417591808	63.7552154676367	1.5620774650805	0.246082542391434	106.980546554707	62.3917887912132	0.48134694453135	1.61812434444322	0.29162060780677
1.14903320437922	1.14728143072961	0.97717387618284	0.987374590669998	1.16834158614535	1.20306273148934	0.702139314278167	0.6147530905886	0.586805080591429	0.722392276868765	0.700253122188702	0.578660942023846	116.331923290534	1.13423152346752	0.605528705461314	76.283429513308	135.849278821225	0.163293974261396	1.10610997393701	0.526831933476727
0.763513902456767	1.21964874151681	0.770050337709834	0.827438877629871	1.00273186537788	0.686134383252376	0.373431952542597	0.0714579022748513	0.179743453108536	0.318772097054449	0.354560572665778	0.203974906907533	49.7857388518211	0.882021495604872	0.216717622806881	30.9096319956616	47.0555771549435	0.0362375591026759	0.888287994897724	0.104998709874656
0.922932956766157	0.847173374213553	1.07243474466734	1.12988647873642	1.09973548204376	0.912696841736093	0.255728916096305	0.152804227863597	0.384629682873721	0.167232232403395	0.205929827136959	0.265902676191555	43.1433467968857	1.10407874902378	0.251897435434547	52.1006246969111	64.3505689808595	0.436272593224162	1.07696593828803	0.195529626443086
